resultId,raceId,driverId,positionOrder,points,laps,rank,statusId,time_,fastestLapTime_,fastestLapSpeed_
25590,1083,4,5,10.0,52,5,1,0 days 02:17:59.882000,0 days 00:01:31.609000,231.501
25591,1083,846,6,8.0,52,6,1,0 days 02:18:02.254000,0 days 00:01:31.645000,231.41
25592,1083,830,7,6.0,52,8,1,0 days 02:18:09.088000,0 days 00:01:32.354000,229.633
25593,1083,854,8,4.0,52,7,1,0 days 02:18:09.306000,0 days 00:01:32.109000,230.244
25594,1083,20,9,2.0,52,10,1,0 days 02:18:12.667000,0 days 00:01:32.471000,229.343
25595,1083,825,10,1.0,52,12,1,0 days 02:18:14.901000,0 days 00:01:32.661000,228.872
25596,1083,840,11,0.0,52,9,1,0 days 02:18:16.458000,0 days 00:01:32.379000,229.571
25597,1083,849,12,0.0,52,13,1,0 days 02:18:22.822000,0 days 00:01:33.286000,227.339
25598,1083,817,13,0.0,52,11,1,0 days 02:18:23.128000,0 days 00:01:32.644000,228.914
25599,1083,852,14,0.0,52,15,1,0 days 02:18:31.221000,0 days 00:01:33.832000,226.016
25600,1083,839,15,0.0,37,14,48,,0 days 00:01:33.537000,226.729
25601,1083,842,16,0.0,26,16,130,,0 days 00:01:34.614000,224.148
25602,1083,822,17,0.0,20,17,6,,0 days 00:01:35.103000,222.996
25603,1083,847,18,0.0,0,0,4,,0 days 00:01:28.217748947,210.58524607730575
25604,1083,855,19,0.0,0,0,4,,0 days 00:01:28.217748947,210.58524607730575
25605,1083,848,20,0.0,0,0,4,,0 days 00:01:28.217748947,210.58524607730575
25606,1084,844,1,25.0,71,2,1,0 days 01:24:24.312000,0 days 00:01:07.583000,230.01
25607,1084,830,2,19.0,71,1,1,0 days 01:24:25.844000,0 days 00:01:07.275000,231.063
25608,1084,1,3,15.0,71,5,1,0 days 01:25:05.529000,0 days 00:01:09,225.286
25609,1084,847,4,12.0,71,6,1,0 days 01:25:23.284000,0 days 00:01:09.075000,225.042
25610,1084,839,5,10.0,71,10,1,0 days 01:25:32.748000,0 days 00:01:09.559000,223.476
25611,1084,854,6,8.0,70,11,11,,0 days 00:01:09.625000,223.264
25612,1084,846,7,6.0,70,8,11,,0 days 00:01:09.304000,224.298
25613,1084,825,8,4.0,70,14,11,,0 days 00:01:09.938000,222.265
25614,1084,817,9,2.0,70,13,11,,0 days 00:01:09.924000,222.309
25615,1084,4,10,1.0,70,3,11,,0 days 00:01:08.558000,226.739
25616,1084,822,11,0.0,70,7,11,,0 days 00:01:09.266000,224.421
25617,1084,848,12,0.0,70,12,11,,0 days 00:01:09.669000,223.123
25618,1084,840,13,0.0,70,17,11,,0 days 00:01:10.048000,221.916
25619,1084,855,14,0.0,70,9,11,,0 days 00:01:09.380000,224.053
25620,1084,842,15,0.0,70,18,11,,0 days 00:01:10.104000,221.739
25621,1084,852,16,0.0,70,16,11,,0 days 00:01:10.023000,221.995
25622,1084,20,17,0.0,70,15,11,,0 days 00:01:10.001000,222.065
25623,1084,832,18,0.0,56,4,131,,0 days 00:01:08.649000,226.438
25624,1084,849,19,0.0,48,19,140,,0 days 00:01:10.890000,219.28
25625,1084,815,20,0.0,24,20,130,,0 days 00:01:11.843000,216.371
25626,1085,830,1,25.0,53,2,1,0 days 01:30:02.112000,0 days 00:01:37.491000,215.724
25627,1085,1,2,18.0,53,4,1,0 days 01:30:12.699000,0 days 00:01:37.668000,215.333
25628,1085,847,3,15.0,53,3,1,0 days 01:30:18.607000,0 days 00:01:37.548000,215.598
25629,1085,815,4,12.0,53,5,1,0 days 01:30:19.422000,0 days 00:01:37.780000,215.086
25630,1085,832,5,11.0,53,1,1,0 days 01:30:30.984000,0 days 00:01:35.781000,219.575
25631,1085,4,6,8.0,53,8,1,0 days 01:30:44.991000,0 days 00:01:38.160000,214.254
25632,1085,846,7,6.0,53,11,1,0 days 01:30:54.138000,0 days 00:01:39.037000,212.356
25633,1085,839,8,4.0,53,9,1,0 days 01:30:59.071000,0 days 00:01:38.684000,213.116
25634,1085,817,9,2.0,53,14,1,0 days 01:31:02.484000,0 days 00:01:39.133000,212.151
25635,1085,840,10,1.0,53,15,1,0 days 01:31:04.661000,0 days 00:01:39.185000,212.04
25636,1085,20,11,0.0,53,12,1,0 days 01:31:06.606000,0 days 00:01:39.044000,212.341
25637,1085,842,12,0.0,53,10,1,0 days 01:31:07.560000,0 days 00:01:38.786000,212.896
25638,1085,848,13,0.0,53,16,1,0 days 01:31:10.677000,0 days 00:01:39.199000,212.01
25639,1085,822,14,0.0,53,6,1,0 days 01:31:18.778000,0 days 00:01:37.963000,214.685
25640,1085,854,15,0.0,53,13,1,0 days 01:31:22.506000,0 days 00:01:39.068000,212.29
25641,1085,855,16,0.0,47,18,16,,0 days 00:01:39.368000,211.649
25642,1085,849,17,0.0,40,19,130,,0 days 00:01:39.650000,211.05
25643,1085,825,18,0.0,37,17,130,,0 days 00:01:39.265000,211.869
25644,1085,844,19,0.0,17,7,3,,0 days 00:01:38.088000,214.411
25645,1085,852,20,0.0,17,20,140,,0 days 00:01:40.216000,209.858
25646,1086,830,1,25.0,70,6,1,0 days 01:39:35.912000,0 days 00:01:22.126000,192.041
25647,1086,1,2,19.0,70,1,1,0 days 01:39:43.746000,0 days 00:01:21.386000,193.787
25648,1086,847,3,15.0,70,9,1,0 days 01:39:48.249000,0 days 00:01:22.766000,190.556
25649,1086,832,4,12.0,70,4,1,0 days 01:39:50.491000,0 days 00:01:22,192.336
25650,1086,815,5,10.0,70,3,1,0 days 01:39:51.600000,0 days 00:01:21.940000,192.477
25651,1086,844,6,8.0,70,2,1,0 days 01:39:51.959000,0 days 00:01:21.622000,193.227
25652,1086,846,7,6.0,70,11,1,0 days 01:40:54.212000,0 days 00:01:23.043000,189.92
25653,1086,4,8,4.0,69,18,11,,0 days 00:01:23.979000,187.804
25654,1086,839,9,2.0,69,20,11,,0 days 00:01:24.149000,187.424
25655,1086,20,10,1.0,69,10,11,,0 days 00:01:22.824000,190.423
25656,1086,840,11,0.0,69,7,11,,0 days 00:01:22.437000,191.317
25657,1086,842,12,0.0,69,14,11,,0 days 00:01:23.199000,189.564
25658,1086,855,13,0.0,69,5,11,,0 days 00:01:22.029000,192.268
25659,1086,854,14,0.0,69,13,11,,0 days 00:01:23.151000,189.674
25660,1086,817,15,0.0,69,17,11,,0 days 00:01:23.654000,188.533
25661,1086,825,16,0.0,69,15,11,,0 days 00:01:23.511000,188.856
25662,1086,848,17,0.0,69,12,11,,0 days 00:01:23.047000,189.911
25663,1086,849,18,0.0,69,8,11,,0 days 00:01:22.478000,191.221
25664,1086,852,19,0.0,68,16,12,,0 days 00:01:23.538000,188.795
25665,1086,822,20,0.0,65,19,131,,0 days 00:01:24.002000,187.752
25666,1087,830,1,26.0,44,1,1,0 days 01:25:52.894000,0 days 00:01:49.354000,230.575
25667,1087,815,2,18.0,44,3,1,0 days 01:26:10.735000,0 days 00:01:50.764000,227.64
25668,1087,832,3,15.0,44,7,1,0 days 01:26:19.780000,0 days 00:01:51.977000,225.174
25669,1087,847,4,12.0,44,4,1,0 days 01:26:22.034000,0 days 00:01:50.793000,227.581
25670,1087,4,5,10.0,44,13,1,0 days 01:27:06.150000,0 days 00:01:52.868000,223.397
25671,1087,844,6,8.0,44,2,1,0 days 01:27:07.830000,0 days 00:01:49.984000,229.255
25672,1087,839,7,6.0,44,6,1,0 days 01:27:08.534000,0 days 00:01:51.717000,225.698
25673,1087,20,8,4.0,44,11,1,0 days 01:27:11.001000,0 days 00:01:52.515000,224.098
25674,1087,842,9,2.0,44,15,1,0 days 01:27:25.075000,0 days 00:01:53.002000,223.132
25675,1087,848,10,1.0,44,16,1,0 days 01:27:34.794000,0 days 00:01:53.055000,223.027
25676,1087,840,11,0.0,44,14,1,0 days 01:27:35.972000,0 days 00:01:52.880000,223.373
25677,1087,846,12,0.0,44,5,1,0 days 01:27:37.633000,0 days 00:01:51.678000,225.777
25678,1087,852,13,0.0,44,10,1,0 days 01:27:38.111000,0 days 00:01:52.436000,224.255
25679,1087,855,14,0.0,44,9,1,0 days 01:27:39.146000,0 days 00:01:52.317000,224.493
25680,1087,817,15,0.0,44,17,1,0 days 01:27:40.057000,0 days 00:01:53.080000,222.978
25681,1087,825,16,0.0,43,18,11,,0 days 00:01:53.332000,222.482
25682,1087,854,17,0.0,43,12,11,,0 days 00:01:52.646000,223.837
25683,1087,849,18,0.0,43,8,11,,0 days 00:01:52.256000,224.615
25684,1087,822,19,0.0,1,0,3,,0 days 00:01:28.217748947,210.58524607730575
25685,1087,1,20,0.0,0,0,130,,0 days 00:01:28.217748947,210.58524607730575
25686,1088,830,1,26.0,72,1,1,0 days 01:36:42.773000,0 days 00:01:13.652000,208.173
25687,1088,847,2,18.0,72,2,1,0 days 01:36:46.844000,0 days 00:01:13.671000,208.119
25688,1088,844,3,15.0,72,6,1,0 days 01:36:53.702000,0 days 00:01:14.413000,206.044
25689,1088,1,4,12.0,72,3,1,0 days 01:36:55.789000,0 days 00:01:13.854000,207.604
25690,1088,815,5,10.0,72,5,1,0 days 01:37:00.941000,0 days 00:01:14.404000,206.069
25691,1088,4,6,8.0,72,4,1,0 days 01:37:01.527000,0 days 00:01:14.144000,206.792
25692,1088,846,7,6.0,72,8,1,0 days 01:37:02.079000,0 days 00:01:14.706000,205.236
25693,1088,832,8,4.0,72,7,1,0 days 01:37:03.689000,0 days 00:01:14.643000,205.409
25694,1088,839,9,2.0,72,11,1,0 days 01:37:03.890000,0 days 00:01:15.084000,204.203
25695,1088,840,10,1.0,72,10,1,0 days 01:37:05.232000,0 days 00:01:15.043000,204.314
25696,1088,842,11,0.0,72,12,1,0 days 01:37:09.782000,0 days 00:01:15.165000,203.983
25697,1088,848,12,0.0,72,15,1,0 days 01:37:13.163000,0 days 00:01:15.534000,202.986
25698,1088,854,13,0.0,72,13,1,0 days 01:37:15.768000,0 days 00:01:15.233000,203.798
25699,1088,20,14,0.0,72,9,1,0 days 01:37:18.780000,0 days 00:01:14.862000,204.808
25700,1088,825,15,0.0,72,14,1,0 days 01:37:19.642000,0 days 00:01:15.369000,203.431
25701,1088,855,16,0.0,72,17,1,0 days 01:37:20.093000,0 days 00:01:15.940000,201.901
25702,1088,817,17,0.0,72,16,1,0 days 01:37:20.537000,0 days 00:01:15.577000,202.871
25703,1088,849,18,0.0,71,18,11,,0 days 00:01:16.066000,201.567
25704,1088,822,19,0.0,53,19,5,,0 days 00:01:16.844000,199.526
25705,1088,852,20,0.0,43,20,24,,0 days 00:01:17.138000,198.765
25706,1089,830,1,25.0,53,6,1,0 days 01:20:27.511000,0 days 00:01:24.745000,246.088
25707,1089,844,2,18.0,53,2,1,0 days 01:20:29.957000,0 days 00:01:24.336000,247.282
25708,1089,847,3,15.0,53,7,1,0 days 01:20:30.916000,0 days 00:01:25.288000,244.522
25709,1089,832,4,12.0,53,4,1,0 days 01:20:32.572000,0 days 00:01:24.446000,246.96
