resultId,raceId,driverId,positionOrder,points,laps,rank,statusId,time_,fastestLapTime_,fastestLapSpeed_
25846,1098,830,1,25.0,57,6,1,0 days 01:33:56.736000,0 days 00:01:36.236000,202.452
25847,1098,815,2,18.0,57,7,1,0 days 01:34:08.723000,0 days 00:01:36.344000,202.225
25848,1098,4,3,15.0,57,5,1,0 days 01:34:35.373000,0 days 00:01:36.156000,202.62
25849,1098,832,4,12.0,57,14,1,0 days 01:34:44.788000,0 days 00:01:37.130000,200.588
25850,1098,1,5,10.0,57,10,1,0 days 01:34:47.713000,0 days 00:01:36.546000,201.802
25851,1098,840,6,8.0,57,9,1,0 days 01:34:51.238000,0 days 00:01:36.546000,201.802
25852,1098,847,7,6.0,57,17,1,0 days 01:34:52.609000,0 days 00:01:37.221000,200.401
25853,1098,822,8,4.0,57,18,1,0 days 01:35:09.383000,0 days 00:01:37.379000,200.075
25854,1098,842,9,2.0,57,2,1,0 days 01:35:10.489000,0 days 00:01:35.068000,204.939
25855,1098,848,10,1.0,57,15,1,0 days 01:35:26.510000,0 days 00:01:37.144000,200.559
25856,1098,852,11,0.0,57,12,1,0 days 01:35:27.606000,0 days 00:01:36.637000,201.612
25857,1098,858,12,0.0,56,4,11,,0 days 00:01:36.037000,202.871
25858,1098,825,13,0.0,56,8,11,,0 days 00:01:36.471000,201.959
25859,1098,856,14,0.0,56,19,11,,0 days 00:01:37.709000,199.4
25860,1098,807,15,0.0,56,11,11,,0 days 00:01:36.616000,201.656
25861,1098,855,16,0.0,56,1,11,,0 days 00:01:33.996000,207.276
25862,1098,846,17,0.0,55,3,12,,0 days 00:01:35.822000,203.327
25863,1098,839,18,0.0,41,13,26,,0 days 00:01:36.797000,201.278
25864,1098,844,19,0.0,39,16,5,,0 days 00:01:37.170000,200.506
25865,1098,857,20,0.0,13,20,10,,0 days 00:01:40.691000,193.494
25866,1099,815,1,25.0,50,2,1,0 days 01:21:14.894000,0 days 00:01:32.188000,241.098
