resultId,raceId,driverId,positionOrder,points,laps,rank,statusId,time_,fastestLapTime_,fastestLapSpeed_
24966,1052,1,1,25.0,56,4,1,0 days 01:32:03.897000,0 days 00:01:34.015000,207.235
24967,1052,830,2,18.0,56,2,1,0 days 01:32:04.642000,0 days 00:01:33.228000,208.984
24968,1052,822,3,16.0,56,1,1,0 days 01:32:41.280000,0 days 00:01:32.090000,211.566
24969,1052,846,4,12.0,56,6,1,0 days 01:32:50.363000,0 days 00:01:34.396000,206.398
24970,1052,815,5,10.0,56,3,1,0 days 01:32:55.944000,0 days 00:01:33.970000,207.334
24971,1052,844,6,8.0,56,11,1,0 days 01:33:02.987000,0 days 00:01:34.988000,205.112
24972,1052,817,7,6.0,56,10,1,0 days 01:33:09.901000,0 days 00:01:34.932000,205.233
24973,1052,832,8,4.0,56,7,1,0 days 01:33:10.997000,0 days 00:01:34.509000,206.151
24974,1052,852,9,2.0,56,8,1,0 days 01:33:29.589000,0 days 00:01:34.761000,205.603
24975,1052,840,10,1.0,56,9,1,0 days 01:33:30.610000,0 days 00:01:34.865000,205.378
24976,1052,8,11,0.0,56,14,1,0 days 01:33:32.761000,0 days 00:01:35.192000,204.672
24977,1052,841,12,0.0,55,13,11,,0 days 00:01:35.122000,204.823
24978,1052,839,13,0.0,55,15,11,,0 days 00:01:35.250000,204.548
24979,1052,847,14,0.0,55,12,11,,0 days 00:01:35.036000,205.008
24980,1052,20,15,0.0,55,16,11,,0 days 00:01:35.566000,203.871
24981,1052,854,16,0.0,55,18,11,,0 days 00:01:36.134000,202.667
24982,1052,842,17,0.0,52,5,31,,0 days 00:01:34.090000,207.069
24983,1052,849,18,0.0,51,19,31,,0 days 00:01:36.602000,201.685
24984,1052,4,19,0.0,32,17,23,,0 days 00:01:36.063000,202.816
24985,1052,853,20,0.0,0,0,3,,0 days 00:01:28.217748947,210.58524607730575
24986,1053,830,1,25.0,63,2,1,0 days 02:02:34.598000,0 days 00:01:17.524000,227.96
24987,1053,1,2,19.0,63,1,1,0 days 02:02:56.598000,0 days 00:01:16.702000,230.403
24988,1053,846,3,15.0,63,3,1,0 days 02:02:58.300000,0 days 00:01:18.259000,225.819
24989,1053,844,4,12.0,63,6,1,0 days 02:03:00.177000,0 days 00:01:18.379000,225.473
24990,1053,832,5,10.0,63,7,1,0 days 02:03:01.634000,0 days 00:01:18.490000,225.154
24991,1053,817,6,8.0,63,12,1,0 days 02:03:25.818000,0 days 00:01:19.341000,222.739
24992,1053,842,7,6.0,63,9,1,0 days 02:03:27.416000,0 days 00:01:18.994000,223.718
24993,1053,840,8,4.0,63,8,1,0 days 02:03:31.507000,0 days 00:01:18.782000,224.32
24994,1053,839,9,2.0,63,15,1,0 days 02:03:40.302000,0 days 00:01:19.422000,222.512
24995,1053,4,10,1.0,63,14,1,0 days 02:03:41.159000,0 days 00:01:19.417000,222.526
24996,1053,815,11,0.0,63,13,1,0 days 02:03:41.749000,0 days 00:01:19.396000,222.585
24997,1053,852,12,0.0,63,4,1,0 days 02:03:47.782000,0 days 00:01:18.334000,225.603
24998,1053,8,13,0.0,63,5,1,0 days 02:04:09.371000,0 days 00:01:18.353000,225.548
24999,1053,841,14,0.0,62,16,11,,0 days 00:01:19.470000,222.378
25000,1053,20,15,0.0,61,10,6,,0 days 00:01:19.074000,223.491
25001,1053,854,16,0.0,61,11,12,,0 days 00:01:19.193000,223.156
25002,1053,853,17,0.0,61,17,12,,0 days 00:01:20.402000,219.8
25003,1053,822,18,0.0,30,19,4,,0 days 00:01:28.485000,199.721
25004,1053,847,19,0.0,30,18,4,,0 days 00:01:26.543000,204.203
25005,1053,849,20,0.0,0,0,4,,0 days 00:01:28.217748947,210.58524607730575
25006,1054,1,1,25.0,66,4,1,0 days 01:34:31.421000,0 days 00:01:20.933000,206.971
